ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      14        61.9426       237.6462       696.4742         7.3921          -5917.4341       104.7131         0.0000         0.0000         0.0000          -4809.2660         0.0000     -4809.2660     -4809.2660         0.0000            302.9406        66.6809   1000000.0000       302.9406        66.6809
ENERGY:      15        53.9379       237.5726       692.7428         9.7532          -6082.1206        45.1064         0.0000         0.0000         0.0000          -5043.0077         0.0000     -5043.0077     -5043.0077         0.0000            268.6651        24.4511   1000000.0000       268.6651        24.4511
ENERGY:      16        83.3410       269.7586       691.2031        14.0438          -6219.6028         1.6495         0.0000         0.0000         0.0000          -5159.6069         0.0000     -5159.6069     -5159.6069         0.0000            234.7339       -15.5102   1000000.0000       234.7339       -15.5102
ENERGY:      17       151.4716       334.2515       691.7962        20.2739          -6329.5121       -27.6009         0.0000         0.0000         0.0000          -5159.3198         0.0000     -5159.3198     -5159.3198         0.0000            200.5742       -53.9052   1000000.0000       200.5742       -53.9052
ENERGY:      18       112.3209       297.7871       691.2324        16.8992          -6277.1948       -14.5921         0.0000         0.0000         0.0000          -5173.5474         0.0000     -5173.5474     -5173.5474         0.0000            217.8069       -34.7553   1000000.0000       217.8069       -34.7553
ENERGY:      19       115.7864       301.0643       691.2649        17.2145          -6282.7239       -16.0438         0.0000         0.0000         0.0000          -5173.4377         0.0000     -5173.4377     -5173.4377         0.0000            216.0897       -36.6836   1000000.0000       216.0897       -36.6836
ENERGY:      20       112.8967       298.3324       691.2374        16.9519          -6278.1268       -14.8386         0.0000         0.0000         0.0000          -5173.5471         0.0000     -5173.5471     -5173.5471         0.0000            217.5184       -35.1096   1000000.0000       217.5184       -35.1096
ENERGY:      21       112.3209       297.7870       691.2323        16.8992          -6277.1921       -14.5922         0.0000         0.0000         0.0000          -5173.5448         0.0000     -5173.5448     -5173.5448         0.0000            217.8070       -34.7852   1000000.0000       217.8070       -34.7852
ENERGY:      22        54.8684       277.2865       691.6666        16.5359          -6324.7455       -24.6967         0.0000         0.0000         0.0000          -5309.0848         0.0000     -5309.0848     -5309.0848         0.0000            229.1241       -22.6193   1000000.0000       229.1241       -22.6193
ENERGY:      23        58.2492       270.5561       692.4092        16.5571          -6368.4074       -33.0023         0.0000         0.0000         0.0000          -5363.6381         0.0000     -5363.6381     -5363.6381         0.0000            237.1662       -13.7712   1000000.0000       237.1662       -13.7712
ENERGY:      24       118.4889       279.7498       693.4335        16.8721          -6408.1551       -39.5637         0.0000         0.0000         0.0000          -5339.1744         0.0000     -5339.1744     -5339.1744         0.0000            242.0118        -8.1629   1000000.0000       242.0118        -8.1629
ENERGY:      25        65.3767       270.9888       692.5807        16.5959          -6376.1438       -34.3693         0.0000         0.0000         0.0000          -5364.9709         0.0000     -5364.9709     -5364.9709         0.0000            238.3197       -12.4712   1000000.0000       238.3197       -12.4712
ENERGY:      26        60.9061       255.6046       690.7317        13.0951          -6427.6234       -43.6987         0.0000         0.0000         0.0000          -5450.9847         0.0000     -5450.9847     -5450.9847         0.0000            226.9118       -30.8820   1000000.0000       226.9118       -30.8820
ENERGY:      27       115.2344       263.5014       690.2659        11.6506          -6475.3192       -50.8003         0.0000         0.0000         0.0000          -5445.4671         0.0000     -5445.4671     -5445.4671         0.0000            211.9853       -52.9298   1000000.0000       211.9853       -52.9298
ENERGY:      28        77.6628       256.1282       690.3538        12.1747          -6449.0435       -47.0970         0.0000         0.0000         0.0000          -5459.8210         0.0000     -5459.8210     -5459.8210         0.0000            220.7778       -40.1326   1000000.0000       220.7778       -40.1326
ENERGY:      29        80.6058       256.5240       690.3251        12.0879          -6451.7242       -47.4987         0.0000         0.0000         0.0000          -5459.6801         0.0000     -5459.6801     -5459.6801         0.0000            219.9478       -41.3612   1000000.0000       219.9478       -41.3612
ENERGY:      30        77.9489       256.1644       690.3507        12.1657          -6449.3119       -47.1375         0.0000         0.0000         0.0000          -5459.8197         0.0000     -5459.8197     -5459.8197         0.0000            220.6953       -40.2549   1000000.0000       220.6953       -40.2549
ENERGY:      31        77.7233       256.1358       690.3531        12.1727          -6449.1003       -47.1056         0.0000         0.0000         0.0000          -5459.8209         0.0000     -5459.8209     -5459.8209         0.0000            220.7603       -40.1585   1000000.0000       220.7603       -40.1585
ENERGY:      32        77.6628       256.1282       690.3538        12.1747          -6449.0433       -47.0970         0.0000         0.0000         0.0000          -5459.8208         0.0000     -5459.8208     -5459.8208         0.0000            220.7778       -40.1326   1000000.0000       220.7778       -40.1326
ENERGY:      33        52.9089       241.8003       690.1527        10.2357          -6483.7131       -51.6486         0.0000         0.0000         0.0000          -5540.2640         0.0000     -5540.2640     -5540.2640         0.0000            221.6729       -40.0056   1000000.0000       221.6729       -40.0056
ENERGY:      34        75.3201       240.5031       690.5224         9.0206          -6516.4833       -54.9806         0.0000         0.0000         0.0000          -5556.0976         0.0000     -5556.0976     -5556.0976         0.0000            219.9364       -42.4092   1000000.0000       219.9364       -42.4092
ENERGY:      35       145.9518       251.0948       691.4495         8.5265          -6547.3112       -57.1390         0.0000         0.0000         0.0000          -5507.4275         0.0000     -5507.4275     -5507.4275         0.0000            215.5300       -47.3787   1000000.0000       215.5300       -47.3787
ENERGY:      36        65.0886       239.6648       690.3753         9.2612          -6508.2706       -54.2480         0.0000         0.0000         0.0000          -5558.1289         0.0000     -5558.1289     -5558.1289         0.0000            220.6308       -41.5546   1000000.0000       220.6308       -41.5546
ENERGY:      37        55.8394       227.7361       689.8775         7.7544          -6554.5017       -59.0759         0.0000         0.0000         0.0000          -5632.3702         0.0000     -5632.3702     -5632.3702         0.0000            211.5880       -52.0533   1000000.0000       211.5880       -52.0533
ENERGY:      38       101.9664       231.5914       690.0796         7.0866          -6597.6200       -61.7112         0.0000         0.0000         0.0000          -5628.6071         0.0000     -5628.6071     -5628.6071         0.0000            199.6606       -65.3808   1000000.0000       199.6606       -65.3808
ENERGY:      39        69.8841       227.4410       689.8810         7.3465          -6574.3542       -60.5446         0.0000         0.0000         0.0000          -5640.3462         0.0000     -5640.3462     -5640.3462         0.0000            206.5526       -57.7287   1000000.0000       206.5526       -57.7287
ENERGY:      40        51.0591       221.0919       689.5380         8.2225          -6643.2279       -67.1431         0.0000         0.0000         0.0000          -5740.4596         0.0000     -5740.4596     -5740.4596         0.0000            199.2571       -64.3552   1000000.0000       199.2571       -64.3552
ENERGY:      41        97.9812       235.6333       690.2691        10.3650          -6704.2323       -69.2290         0.0000         0.0000         0.0000          -5739.2127         0.0000     -5739.2127     -5739.2127         0.0000            188.7270       -74.0068   1000000.0000       188.7270       -74.0068
ENERGY:      42        65.7214       225.6716       689.7564         9.1114          -6673.9060       -68.7318         0.0000         0.0000         0.0000          -5752.3769         0.0000     -5752.3769     -5752.3769         0.0000            194.5241       -68.6816   1000000.0000       194.5241       -68.6816
ENERGY:      43        51.1430       219.3650       689.7398        11.0303          -6741.0185       -74.4393         0.0000         0.0000         0.0000          -5844.1797         0.0000     -5844.1797     -5844.1797         0.0000            180.9404       -85.3402   1000000.0000       180.9404       -85.3402
ENERGY:      44        91.8172       229.1965       690.3613        13.8151          -6800.6812       -76.6786         0.0000         0.0000         0.0000          -5852.1697         0.0000     -5852.1697     -5852.1697         0.0000            164.7112      -104.4324   1000000.0000       164.7112      -104.4324
ENERGY:      45       186.7037       256.4166       691.6491        17.4447          -6852.6389       -75.3644         0.0000         0.0000         0.0000          -5775.7893         0.0000     -5775.7893     -5775.7893         0.0000            145.8907      -125.8831   1000000.0000       145.8907      -125.8831
ENERGY:      46        68.7508       223.1927       690.0279        12.5838          -6777.1259       -76.2070         0.0000         0.0000         0.0000          -5858.7776         0.0000     -5858.7776     -5858.7776         0.0000            171.6002       -96.4099   1000000.0000       171.6002       -96.4099
ENERGY:      47        70.6550       223.6668       690.0561        12.7006          -6779.5134       -76.2813         0.0000         0.0000         0.0000          -5858.7162         0.0000     -5858.7162     -5858.7162         0.0000            170.9306       -97.1947   1000000.0000       170.9306       -97.1947
ENERGY:      48        68.9372       223.2389       690.0307        12.5954          -6777.3649       -76.2147         0.0000         0.0000         0.0000          -5858.7774         0.0000     -5858.7774     -5858.7774         0.0000            171.5335       -96.4882   1000000.0000       171.5335       -96.4882
ENERGY:      49        61.6413       216.9985       690.7298        12.2416          -6834.1550       -80.8003         0.0000         0.0000         0.0000          -5933.3441         0.0000     -5933.3441     -5933.3441         0.0000            175.5902       -94.1774   1000000.0000       175.5902       -94.1774
ENERGY:      50       107.4565       224.0583       691.9239        13.2795          -6885.0181       -82.6005         0.0000         0.0000         0.0000          -5930.9004         0.0000     -5930.9004     -5930.9004         0.0000            176.9205       -94.4889   1000000.0000       176.9205       -94.4889
ENERGY:      51        76.4192       218.6980       691.2342        12.5995          -6858.6938       -81.9914         0.0000         0.0000         0.0000          -5941.7343         0.0000     -5941.7343     -5941.7343         0.0000            176.5542       -94.0572   1000000.0000       176.5542       -94.0572
ENERGY:      52        66.1707       225.6682       690.3621        11.5906          -6916.6146       -86.7099         0.0000         0.0000         0.0000          -6009.5327         0.0000     -6009.5327     -6009.5327         0.0000            164.8646      -112.8053   1000000.0000       164.8646      -112.8053
ENERGY:      53       118.0552       250.6949       690.0660        12.3862          -6968.0204       -87.3182         0.0000         0.0000         0.0000          -5984.1363         0.0000     -5984.1363     -5984.1363         0.0000            150.0160      -134.5566   1000000.0000       150.0160      -134.5566
ENERGY:      54        72.5958       229.7587       690.2421        11.5873          -6928.9032       -87.2125         0.0000         0.0000         0.0000          -6011.9318         0.0000     -6011.9318     -6011.9318         0.0000            161.7492      -117.5103   1000000.0000       161.7492      -117.5103
ENERGY:      55        75.4953       231.3552       690.2083        11.6084          -6932.9915       -87.3332         0.0000         0.0000         0.0000          -6011.6575         0.0000     -6011.6575     -6011.6575         0.0000            160.6602      -119.1343   1000000.0000       160.6602      -119.1343
ENERGY:      56        72.8692       229.9134       690.2386        11.5889          -6929.3135       -87.2257         0.0000         0.0000         0.0000          -6011.9290         0.0000     -6011.9290     -6011.9290         0.0000            161.6412      -117.6719   1000000.0000       161.6412      -117.6719
ENERGY:      57        72.6299       229.7780       690.2417        11.5875          -6928.9545       -87.2142         0.0000         0.0000         0.0000          -6011.9315         0.0000     -6011.9315     -6011.9315         0.0000            161.7357      -117.5306   1000000.0000       161.7357      -117.5306
ENERGY:      58        72.5958       229.7587       690.2421        11.5873          -6928.9029       -87.2125         0.0000         0.0000         0.0000          -6011.9315         0.0000     -6011.9315     -6011.9315         0.0000            161.7492      -117.5103   1000000.0000       161.7492      -117.5103
ENERGY:      59        69.2366       229.0430       689.1321         8.9235          -6991.9414       -88.3588         0.0000         0.0000         0.0000          -6083.9649         0.0000     -6083.9649     -6083.9649         0.0000            158.5479      -124.5359   1000000.0000       158.5479      -124.5359
ENERGY:      60       145.7305       255.8428       689.3640         8.6075          -7045.0916       -83.3487         0.0000         0.0000         0.0000          -6028.8954         0.0000     -6028.8954     -6028.8954         0.0000            150.9138      -135.5321   1000000.0000       150.9138      -135.5321
ENERGY:      61        73.2817       230.5066       689.0962         8.7893          -6997.6326       -88.1421         0.0000         0.0000         0.0000          -6084.1010         0.0000     -6084.1010     -6084.1010         0.0000            157.9844      -125.4508   1000000.0000       157.9844      -125.4508
ENERGY:      62        71.6725       229.9250       689.1095         8.8368          -6995.4799       -88.2315         0.0000         0.0000         0.0000          -6084.1677         0.0000     -6084.1677     -6084.1677         0.0000            158.2014      -125.0997   1000000.0000       158.2014      -125.0997
ENERGY:      63        71.8911       230.0041       689.1075         8.8299          -6995.7821       -88.2195         0.0000         0.0000         0.0000          -6084.1690         0.0000     -6084.1690     -6084.1690         0.0000            158.1714      -125.1485   1000000.0000       158.1714      -125.1485
ENERGY:      64        79.1020       232.4741       688.1233         8.5641          -7058.2278       -87.5317         0.0000         0.0000         0.0000          -6137.4961         0.0000     -6137.4961     -6137.4961         0.0000            143.5595      -140.5755   1000000.0000       143.5595      -140.5755
ENERGY:      65       173.7376       256.7114       688.1062        10.2022          -7112.6122       -81.4680         0.0000         0.0000         0.0000          -6065.3229         0.0000     -6065.3229     -6065.3229         0.0000            124.4743      -159.9751   1000000.0000       124.4743      -159.9751
ENERGY:      66        74.4407       231.2669       688.1861         8.5118          -7052.2581       -87.8372         0.0000         0.0000         0.0000          -6137.6898         0.0000     -6137.6898     -6137.6898         0.0000            145.2268      -138.8474   1000000.0000       145.2268      -138.8474
ENERGY:      67        75.8697       231.6371       688.1661         8.5267          -7054.1964       -87.7436         0.0000         0.0000         0.0000          -6137.7404         0.0000     -6137.7404     -6137.7404         0.0000            144.6868      -139.4074   1000000.0000       144.6868      -139.4074
ENERGY:      68        75.7110       231.5961       688.1682         8.5250          -7053.9875       -87.7540         0.0000         0.0000         0.0000          -6137.7413         0.0000     -6137.7413     -6137.7413         0.0000            144.7453      -139.3467   1000000.0000       144.7453      -139.3467
ENERGY:      69        81.6164       239.9071       687.2287        10.5756          -7124.5010       -87.2130         0.0000         0.0000         0.0000          -6192.3862         0.0000     -6192.3862     -6192.3862         0.0000            136.8141      -144.2250   1000000.0000       136.8141      -144.2250
ENERGY:      70       179.6600       274.8279       687.6286        14.2775          -7184.1205       -80.1979         0.0000         0.0000         0.0000          -6107.9244         0.0000     -6107.9244     -6107.9244         0.0000            123.9336      -153.6177   1000000.0000       123.9336      -153.6177
ENERGY:      71        76.6021       237.7210       687.2732        10.2776          -7117.3608       -87.5722         0.0000         0.0000         0.0000          -6193.0590         0.0000     -6193.0590     -6193.0590         0.0000            137.9013      -143.4804   1000000.0000       137.9013      -143.4804
ENERGY:      72        84.6875       249.3586       685.5646        12.7106          -7195.5290       -84.2194         0.0000         0.0000         0.0000          -6247.4271         0.0000     -6247.4271     -6247.4271         0.0000            128.3809      -158.1688   1000000.0000       128.3809      -158.1688
ENERGY:      73       194.4134       289.7933       685.1821        16.8451          -7259.7884       -73.2706         0.0000         0.0000         0.0000          -6146.8250         0.0000     -6146.8250     -6146.8250         0.0000            113.3700      -177.6890   1000000.0000       113.3700      -177.6890
ENERGY:      74        77.1303       245.8421       685.7423        12.2474          -7184.7406       -85.1791         0.0000         0.0000         0.0000          -6248.9577         0.0000     -6248.9577     -6248.9577         0.0000            130.1297      -155.6938   1000000.0000       130.1297      -155.6938
ENERGY:      75        77.7871       246.1644       685.7241        12.2920          -7185.8201       -85.0904         0.0000         0.0000         0.0000          -6248.9430         0.0000     -6248.9430     -6248.9430         0.0000            129.9604      -155.9358   1000000.0000       129.9604      -155.9358
ENERGY:      76        77.1950       245.8740       685.7405        12.2518          -7184.8485       -85.1703         0.0000         0.0000         0.0000          -6248.9575         0.0000     -6248.9575     -6248.9575         0.0000            130.1129      -155.7179   1000000.0000       130.1129      -155.7179
ENERGY:      77        89.3780       247.3960       684.5879        12.2620          -7253.1935       -80.6415         0.0000         0.0000         0.0000          -6300.2111         0.0000     -6300.2111     -6300.2111         0.0000            139.2573      -152.4186   1000000.0000       139.2573      -152.4186
ENERGY:      78       189.9824       275.3463       684.6227        13.7550          -7308.8142       -69.4800         0.0000         0.0000         0.0000          -6214.5879         0.0000     -6214.5879     -6214.5879         0.0000            143.4221      -153.6632   1000000.0000       143.4221      -153.6632
ENERGY:      79        83.0563       245.7592       684.6738        12.1788          -7245.2955       -81.5513         0.0000         0.0000         0.0000          -6301.1788         0.0000     -6301.1788     -6301.1788         0.0000            138.3988      -152.5686   1000000.0000       138.3988      -152.5686
ENERGY:      80        83.6272       245.9033       684.6649        12.1861          -7246.0861       -81.4648         0.0000         0.0000         0.0000          -6301.1693         0.0000     -6301.1693     -6301.1693         0.0000            138.4882      -152.4655   1000000.0000       138.4882      -152.4655
ENERGY:      81        83.1128       245.7734       684.6729        12.1795          -7245.3747       -81.5427         0.0000         0.0000         0.0000          -6301.1788         0.0000     -6301.1788     -6301.1788         0.0000            138.4078      -152.4821   1000000.0000       138.4078      -152.4821
ENERGY:      82        85.8504       257.4202       683.1604        11.0616          -7307.0744       -74.9289         0.0000         0.0000         0.0000          -6344.5108         0.0000     -6344.5108     -6344.5108         0.0000            138.5383      -156.3694   1000000.0000       138.5383      -156.3694
ENERGY:      83       180.0059       293.1561       682.7477        11.0825          -7357.3379       -61.8418         0.0000         0.0000         0.0000          -6252.1876         0.0000     -6252.1876     -6252.1876         0.0000            133.5531      -164.7393   1000000.0000       133.5531      -164.7393
ENERGY:      84        78.6335       253.5459       683.3558        11.1809          -7296.7590       -76.5710         0.0000         0.0000         0.0000          -6346.6138         0.0000     -6346.6138     -6346.6138         0.0000            138.9003      -155.3278   1000000.0000       138.9003      -155.3278
ENERGY:      85        79.2232       253.8965       683.3350        11.1674          -7297.7997       -76.4158         0.0000         0.0000         0.0000          -6346.5934         0.0000     -6346.5934     -6346.5934         0.0000            138.8720      -155.4246   1000000.0000       138.8720      -155.4246
ENERGY:      86        78.6912       253.5806       683.3537        11.1795          -7296.8632       -76.5555         0.0000         0.0000         0.0000          -6346.6136         0.0000     -6346.6136     -6346.6136         0.0000            138.8975      -155.3374   1000000.0000       138.8975      -155.3374
ENERGY:      87        81.3467       253.4168       682.6437         9.0889          -7353.3713       -66.6282         0.0000         0.0000         0.0000          -6393.5034         0.0000     -6393.5034     -6393.5034         0.0000            129.7751      -166.8214   1000000.0000       129.7751      -166.8214
ENERGY:      88       158.7046       275.7829       683.0869         8.5706          -7399.1542       -50.3565         0.0000         0.0000         0.0000          -6323.3658         0.0000     -6323.3658     -6323.3658         0.0000            116.1626      -182.1878   1000000.0000       116.1626      -182.1878
ENERGY:      89        77.7061       252.4199       682.6673         9.2279          -7348.1296       -67.8949         0.0000         0.0000         0.0000          -6394.0033         0.0000     -6394.0033     -6394.0033         0.0000            130.8952      -165.4892   1000000.0000       130.8952      -165.4892
ENERGY:      90        78.0365       252.5089       682.6648         9.2133          -7348.6532       -67.7710         0.0000         0.0000         0.0000          -6394.0007         0.0000     -6394.0007     -6394.0007         0.0000            130.7853      -165.6205   1000000.0000       130.7853      -165.6205
ENERGY:      91        77.7955       252.4440       682.6666         9.2239          -7348.2725       -67.8611         0.0000         0.0000         0.0000          -6394.0037         0.0000     -6394.0037     -6394.0037         0.0000            130.8653      -165.5250   1000000.0000       130.8653      -165.5250
ENERGY:      92        92.4031       245.6998       682.0630         8.3039          -7408.9609       -55.1995         0.0000         0.0000         0.0000          -6435.6907         0.0000     -6435.6907     -6435.6907         0.0000            130.5702      -165.5160   1000000.0000       130.5702      -165.5160
ENERGY:      93       187.8311       262.5910       682.6215         9.0323          -7458.8979       -35.2069         0.0000         0.0000         0.0000          -6352.0289         0.0000     -6352.0289     -6352.0289         0.0000            125.6096      -169.6209   1000000.0000       125.6096      -169.6209
ENERGY:      94        84.4290       245.1786       682.0886         8.3419          -7399.5740       -57.7768         0.0000         0.0000         0.0000          -6437.3127         0.0000     -6437.3127     -6437.3127         0.0000            130.9499      -165.2202   1000000.0000       130.9499      -165.2202
ENERGY:      95        85.1267       245.2015       682.0850         8.3360          -7400.5204       -57.5280         0.0000         0.0000         0.0000          -6437.2991         0.0000     -6437.2991     -6437.2991         0.0000            130.9178      -165.2443   1000000.0000       130.9178      -165.2443
ENERGY:      96        84.4978       245.1806       682.0882         8.3413          -7399.6686       -57.7520         0.0000         0.0000         0.0000          -6437.3127         0.0000     -6437.3127     -6437.3127         0.0000            130.9468      -165.2225   1000000.0000       130.9468      -165.2225
ENERGY:      97        89.1983       244.9683       680.3441         9.4534          -7456.3008       -43.5852         0.0000         0.0000         0.0000          -6475.9220         0.0000     -6475.9220     -6475.9220         0.0000            125.4417      -172.8466   1000000.0000       125.4417      -172.8466
ENERGY:      98       169.6140       265.9084       679.7926        12.1807          -7502.8857       -22.2788         0.0000         0.0000         0.0000          -6397.6688         0.0000     -6397.6688     -6397.6688         0.0000            115.5378      -184.2498   1000000.0000       115.5378      -184.2498
ENERGY:      99        83.0869       243.5483       680.5617         9.1575          -7447.3970       -46.4402         0.0000         0.0000         0.0000          -6477.4829         0.0000     -6477.4829     -6477.4829         0.0000            126.6873      -171.2846   1000000.0000       126.6873      -171.2846
ENERGY:     100        83.6014       243.6635       680.5389         9.1850          -7448.2950       -46.1638         0.0000         0.0000         0.0000          -6477.4700         0.0000     -6477.4700     -6477.4700         0.0000            126.5687       129.2196   1000000.0000       126.5687       129.2196
ENERGY:     101        83.1374       243.5595       680.5594         9.1603          -7447.4868       -46.4127         0.0000         0.0000         0.0000          -6477.4829         0.0000     -6477.4829     -6477.4829         0.0000            126.6756       129.3208   1000000.0000       126.6756       129.3208
ENERGY:     102       102.4334       242.0612       680.0336         8.6277          -7452.6056       -48.9239         0.0000         0.0000         0.0000          -6468.3737         0.0000     -6468.3737     -6468.3737         0.0000            136.2650       139.2931   1000000.0000       136.2650       139.2931
ENERGY:     103        75.4670       240.5687       680.2817         8.7987          -7449.7689       -47.5966         0.0000         0.0000         0.0000          -6492.2494         0.0000     -6492.2494     -6492.2494         0.0000            131.7594       134.6144   1000000.0000       131.7594       134.6144
ENERGY:     104       116.9914       277.1217       678.9640        18.6284          -7492.7826       -55.9117         0.0000         0.0000         0.0000          -6456.9889         0.0000     -6456.9889     -6456.9889         0.0000            140.9855       128.6852   1000000.0000       140.9855       128.6852
ENERGY:     105        74.1313       240.4990       678.8336         9.9332          -7468.3361       -52.5374         0.0000         0.0000         0.0000          -6517.4764         0.0000     -6517.4764     -6517.4764         0.0000            136.7687       134.0970   1000000.0000       136.7687       134.0970
ENERGY:     106        75.9413       242.1478       678.7160        10.4262          -7471.0224       -53.1065         0.0000         0.0000         0.0000          -6516.8976         0.0000     -6516.8976     -6516.8976         0.0000            137.3853       133.8084   1000000.0000       137.3853       133.8084
ENERGY:     107        74.2878       240.6437       678.8206         9.9787          -7468.6070       -52.5966         0.0000         0.0000         0.0000          -6517.4729         0.0000     -6517.4729     -6517.4729         0.0000            136.8323       134.0706   1000000.0000       136.8323       134.0706
ENERGY:     108        74.1697       240.5345       678.8304         9.9444          -7468.4032       -52.5521         0.0000         0.0000         0.0000          -6517.4764         0.0000     -6517.4764     -6517.4764         0.0000            136.7846       134.0906   1000000.0000       136.7846       134.0906
ENERGY:     109       114.4088       261.6252       677.7865        13.9273          -7517.8833       -56.1134         0.0000         0.0000         0.0000          -6506.2487         0.0000     -6506.2487     -6506.2487         0.0000            152.1428       149.5836   1000000.0000       152.1428       149.5836
ENERGY:     110        73.2170       240.7229       677.9822        11.4264          -7492.5323       -55.3538         0.0000         0.0000         0.0000          -6544.5376         0.0000     -6544.5376     -6544.5376         0.0000            144.9343       142.5888   1000000.0000       144.9343       142.5888
ENERGY:     111       108.4471       240.3581       678.6229        12.9487          -7545.9143       -50.3164         0.0000         0.0000         0.0000          -6555.8539         0.0000     -6555.8539     -6555.8539         0.0000            124.3811       126.7674   1000000.0000       124.3811       126.7674
ENERGY:     112       253.6864       298.6103       682.6502        21.5695          -7582.9959       -34.1402         0.0000         0.0000         0.0000          -6360.6197         0.0000     -6360.6197     -6360.6197         0.0000             97.8135       102.6859   1000000.0000        97.8135       102.6859
ENERGY:     113        79.1252       233.2625       677.9147        11.3946          -7523.9965       -53.9426         0.0000         0.0000         0.0000          -6576.2421         0.0000     -6576.2421     -6576.2421         0.0000            134.2760       134.8322   1000000.0000       134.2760       134.8322
ENERGY:     114        81.0707       233.4397       677.9551        11.4861          -7526.3297       -53.6801         0.0000         0.0000         0.0000          -6576.0582         0.0000     -6576.0582     -6576.0582         0.0000            133.3401       134.0999   1000000.0000       133.3401       134.0999
ENERGY:     115        79.3099       233.2750       677.9185        11.4031          -7524.2313       -53.9173         0.0000         0.0000         0.0000          -6576.2422         0.0000     -6576.2422     -6576.2422         0.0000            134.1829       134.7596   1000000.0000       134.1829       134.7596
ENERGY:     116       108.8973       236.5781       677.3388        11.2392          -7567.6135       -46.7065         0.0000         0.0000         0.0000          -6580.2667         0.0000     -6580.2667     -6580.2667         0.0000            123.9280       130.8765   1000000.0000       123.9280       130.8765
ENERGY:     117       269.1148       273.7833       678.0810        14.2838          -7597.6994       -30.7834         0.0000         0.0000         0.0000          -6393.2199         0.0000     -6393.2199     -6393.2199         0.0000            107.0902       119.5978   1000000.0000       107.0902       119.5978
ENERGY:     118        78.5744       230.6844       677.4549        10.9237          -7548.3999       -51.2404         0.0000         0.0000         0.0000          -6602.0028         0.0000     -6602.0028     -6602.0028         0.0000            129.6603       133.6565   1000000.0000       129.6603       133.6565
ENERGY:     119        80.2655       230.9189       677.4299        10.9224          -7550.4573       -50.8770         0.0000         0.0000         0.0000          -6601.7976         0.0000     -6601.7976     -6601.7976         0.0000            129.1551       133.4549   1000000.0000       129.1551       133.4549
ENERGY:     120        78.7302       230.7043       677.4523        10.9232          -7548.6068       -51.2050         0.0000         0.0000         0.0000          -6602.0018         0.0000     -6602.0018     -6602.0018         0.0000            129.6105       133.6371   1000000.0000       129.6105       133.6371
ENERGY:     121        78.6213       230.6903       677.4541        10.9236          -7548.4624       -51.2297         0.0000         0.0000         0.0000          -6602.0028         0.0000     -6602.0028     -6602.0028         0.0000            129.6453       133.6507   1000000.0000       129.6453       133.6507
ENERGY:     122        78.5744       230.6844       677.4549        10.9237          -7548.3998       -51.2404         0.0000         0.0000         0.0000          -6602.0028         0.0000     -6602.0028     -6602.0028         0.0000            129.6603       133.6565   1000000.0000       129.6603       133.6565
ENERGY:     123        83.3455       230.4825       676.4022         9.2809          -7586.0692       -41.9104         0.0000         0.0000         0.0000          -6628.4685         0.0000     -6628.4685     -6628.4685         0.0000            129.9392       133.9968   1000000.0000       129.9392       133.9968
ENERGY:     124       160.0150       257.8949       676.7946        10.0210          -7613.7565       -25.4999         0.0000         0.0000         0.0000          -6534.5309         0.0000     -6534.5309     -6534.5309         0.0000            126.4197       129.6730   1000000.0000       126.4197       129.6730
ENERGY:     125        74.7246       227.7660       676.5516         9.5024          -7576.4998       -45.2332         0.0000         0.0000         0.0000          -6633.1884         0.0000     -6633.1884     -6633.1884         0.0000            130.2483       134.3753   1000000.0000       130.2483       134.3753
ENERGY:     126        75.3321       227.9394       676.5316         9.4719          -7577.4926       -44.9264         0.0000         0.0000         0.0000          -6633.1440         0.0000     -6633.1440     -6633.1440         0.0000            130.2308       134.3540   1000000.0000       130.2308       134.3540
ENERGY:     127        74.7828       227.7824       676.5495         9.4993          -7576.5992       -45.2028         0.0000         0.0000         0.0000          -6633.1880         0.0000     -6633.1880     -6633.1880         0.0000            130.2468       134.3735   1000000.0000       130.2468       134.3735
ENERGY:     128        74.7382       227.7698       676.5511         9.5017          -7576.5230       -45.2260         0.0000         0.0000         0.0000          -6633.1882         0.0000     -6633.1882     -6633.1882         0.0000            130.2480       134.3750   1000000.0000       130.2480       134.3750
ENERGY:     129        74.7246       227.7660       676.5516         9.5024          -7576.4997       -45.2332         0.0000         0.0000         0.0000          -6633.1883         0.0000     -6633.1883     -6633.1883         0.0000            130.2483       134.3753   1000000.0000       130.2483       134.3753
ENERGY:     130        79.5549       226.2132       675.1235         7.4164          -7612.5630       -34.6443         0.0000         0.0000         0.0000          -6658.8994         0.0000     -6658.8994     -6658.8994         0.0000            148.7552       147.8782   1000000.0000       148.7552       147.8782
ENERGY:     131       140.8368       247.9374       675.1311         7.1900          -7642.0154       -18.6328         0.0000         0.0000         0.0000          -6589.5529         0.0000     -6589.5529     -6589.5529         0.0000            164.0090       157.2993   1000000.0000       164.0090       157.2993
ENERGY:     132        73.4771       224.5050       675.3221         7.7292          -7604.8904       -37.5392         0.0000         0.0000         0.0000          -6661.3963         0.0000     -6661.3963     -6661.3963         0.0000            144.8131       145.1598   1000000.0000       144.8131       145.1598
